id,studentId,branchId,staffId,amount,method,bienLaiId,bienLaiPhoto,createdAt
PMT-00725,hv-654,br-2,u-3,565000,Chuyển khoản,BL-2025-009-00725,true,15/09/2025 13:08:59
PMT-00726,hv-655,br-2,u-3,565000,Tiền mặt,BL-2025-009-00726,true,19/09/2025 08:32:23
PMT-00727,hv-656,br-2,u-3,207500,Tiền mặt,BL-2025-010-00727,true,03/10/2025 12:39:39
PMT-00728,hv-656,br-2,u-3,207500,Chuyển khoản,BL-2025-011-00728,true,07/11/2025 12:32:34
PMT-00729,hv-657,br-2,u-4,565000,Chuyển khoản,BL-2025-010-00729,true,01/10/2025 15:28:37
PMT-00730,hv-658,br-2,u-3,282500,Tiền mặt,BL-2025-009-00730,true,11/09/2025 17:01:02
PMT-00731,hv-659,br-2,u-3,1995000,Chuyển khoản,BL-2025-009-00731,true,30/09/2025 08:51:57
PMT-00732,hv-660,br-2,u-4,415000,Tiền mặt,BL-2025-009-00732,true,28/09/2025 15:13:06
PMT-00733,hv-661,br-2,u-3,415000,Chuyển khoản,BL-2025-009-00733,true,26/09/2025 10:59:18
PMT-00734,hv-662,br-2,u-4,1995000,Chuyển khoản,BL-2025-009-00734,true,22/09/2025 10:33:30
PMT-00735,hv-663,br-2,u-4,1795000,Tiền mặt,BL-2025-009-00735,true,19/09/2025 08:31:04
PMT-00736,hv-664,br-2,u-3,565000,Tiền mặt,BL-2025-009-00736,true,28/09/2025 09:12:55
PMT-00737,hv-665,br-2,u-3,565000,Chuyển khoản,BL-2025-009-00737,true,30/09/2025 12:48:39
PMT-00738,hv-666,br-2,u-3,365000,Tiền mặt,BL-2025-009-00738,false,17/09/2025 16:09:47
PMT-00739,hv-667,br-2,u-4,1995000,Tiền mặt,BL-2025-010-00739,true,16/10/2025 17:39:43
PMT-00740,hv-668,br-2,u-4,565000,Tiền mặt,BL-2025-009-00740,true,30/09/2025 15:20:38
PMT-00741,hv-669,br-2,u-3,1995000,Tiền mặt,BL-2025-009-00741,true,21/09/2025 09:51:03
PMT-00742,hv-670,br-3,u-6,565000,Tiền mặt,BL-2025-010-00742,true,18/10/2025 09:19:45
PMT-00743,hv-671,br-3,u-6,565000,Tiền mặt,BL-2025-009-00743,true,24/09/2025 08:52:57
PMT-00744,hv-672,br-3,u-6,565000,Tiền mặt,BL-2025-010-00744,false,06/10/2025 08:58:02
PMT-00745,hv-673,br-3,u-6,1995000,Tiền mặt,BL-2025-009-00745,true,30/09/2025 08:27:01
PMT-00746,hv-674,br-3,u-6,565000,Tiền mặt,BL-2025-009-00746,true,13/09/2025 12:07:07
PMT-00747,hv-675,br-3,u-6,282500,Tiền mặt,BL-2025-010-00747,true,20/10/2025 11:08:27
PMT-00748,hv-675,br-3,u-6,282500,Chuyển khoản,BL-2025-011-00748,false,01/11/2025 10:59:47
PMT-00749,hv-676,br-3,u-5,282500,Chuyển khoản,BL-2025-009-00749,true,27/09/2025 10:42:18
PMT-00750,hv-678,br-3,u-6,1995000,Chuyển khoản,BL-2025-009-00750,true,20/09/2025 15:22:38
PMT-00751,hv-679,br-3,u-6,997500,Tiền mặt,BL-2025-010-00751,true,03/10/2025 09:51:43
PMT-00752,hv-679,br-3,u-6,997500,Tiền mặt,BL-2025-011-00752,true,03/11/2025 09:48:35
PMT-00753,hv-680,br-3,u-6,565000,Tiền mặt,BL-2025-011-00753,true,03/11/2025 08:25:56
PMT-00754,hv-681,br-3,u-5,1895000,Chuyển khoản,BL-2025-010-00754,true,01/10/2025 14:26:26
PMT-00755,hv-682,br-3,u-6,1695000,Chuyển khoản,BL-2025-009-00755,true,26/09/2025 17:20:38
PMT-00756,hv-683,br-3,u-6,365000,Chuyển khoản,BL-2025-009-00756,true,20/09/2025 15:40:45
PMT-00757,hv-684,br-3,u-5,565000,Tiền mặt,BL-2025-010-00757,true,06/10/2025 11:33:34
PMT-00758,hv-685,br-3,u-6,997500,Tiền mặt,BL-2025-009-00758,true,22/09/2025 17:46:59
PMT-00759,hv-686,br-1,u-2,565000,Chuyển khoản,BL-2025-011-00759,true,08/11/2025 15:52:15
PMT-00760,hv-687,br-1,u-2,565000,Chuyển khoản,BL-2025-010-00760,true,13/10/2025 16:04:18
PMT-00761,hv-688,br-1,u-2,365000,Tiền mặt,BL-2025-011-00761,true,05/11/2025 15:56:31
PMT-00762,hv-689,br-1,u-2,1845000,Tiền mặt,BL-2025-011-00762,true,03/11/2025 15:42:18
PMT-00763,hv-690,br-1,u-1,282500,Chuyển khoản,BL-2025-010-00763,true,12/10/2025 17:23:38
PMT-00764,hv-690,br-1,u-1,282500,Chuyển khoản,BL-2025-011-00764,true,11/11/2025 17:18:23
PMT-00765,hv-691,br-1,u-2,565000,Chuyển khoản,BL-2025-010-00765,true,17/10/2025 12:48:33
PMT-00766,hv-692,br-1,u-1,997500,Chuyển khoản,BL-2025-011-00766,true,09/11/2025 16:49:45
PMT-00767,hv-692,br-1,u-1,997500,Tiền mặt,BL-2025-011-00767,true,16/11/2025 16:46:17
PMT-00768,hv-693,br-1,u-1,565000,Tiền mặt,BL-2025-010-00768,true,25/10/2025 10:28:04
PMT-00769,hv-694,br-1,u-1,1995000,Chuyển khoản,BL-2025-011-00769,true,06/11/2025 09:19:28
PMT-00770,hv-695,br-1,u-2,565000,Chuyển khoản,BL-2025-011-00770,true,06/11/2025 17:17:10
PMT-00771,hv-696,br-1,u-1,1995000,Tiền mặt,BL-2025-011-00771,true,13/11/2025 16:00:48
PMT-00772,hv-697,br-1,u-1,565000,Tiền mặt,BL-2025-011-00772,false,12/11/2025 15:42:20
PMT-00773,hv-698,br-1,u-1,565000,Chuyển khoản,BL-2025-011-00773,true,02/11/2025 08:17:04
PMT-00774,hv-699,br-1,u-2,182500,Chuyển khoản,BL-2025-010-00774,true,10/10/2025 12:38:07
PMT-00775,hv-699,br-1,u-2,182500,Chuyển khoản,BL-2025-011-00775,true,05/11/2025 12:35:31
PMT-00776,hv-700,br-1,u-1,365000,Tiền mặt,BL-2025-011-00776,true,11/11/2025 08:11:11
PMT-00777,hv-701,br-1,u-1,365000,Chuyển khoản,BL-2025-010-00777,true,21/10/2025 15:30:47
PMT-00778,hv-702,br-1,u-2,1995000,Tiền mặt,BL-2025-010-00778,true,24/10/2025 17:26:30
PMT-00779,hv-703,br-1,u-1,565000,Chuyển khoản,BL-2025-010-00779,true,21/10/2025 10:16:07
PMT-00780,hv-704,br-1,u-2,1995000,Tiền mặt,BL-2025-010-00780,true,15/10/2025 10:52:34
PMT-00781,hv-705,br-1,u-2,997500,Tiền mặt,BL-2025-010-00781,true,15/10/2025 12:29:13
PMT-00782,hv-705,br-1,u-2,997500,Chuyển khoản,BL-2025-011-00782,true,12/11/2025 12:21:50
PMT-00783,hv-706,br-1,u-1,565000,Tiền mặt,BL-2025-011-00783,true,10/11/2025 08:23:47
PMT-00784,hv-707,br-1,u-1,1995000,Chuyển khoản,BL-2025-011-00784,true,01/11/2025 11:41:30
PMT-00785,hv-708,br-1,u-2,365000,Tiền mặt,BL-2025-011-00785,true,06/11/2025 16:05:27
PMT-00786,hv-709,br-1,u-1,415000,Chuyển khoản,BL-2025-011-00786,true,25/11/2025 08:53:07
PMT-00787,hv-710,br-1,u-1,282500,Chuyển khoản,BL-2025-011-00787,true,10/11/2025 11:10:06
PMT-00788,hv-710,br-1,u-1,282500,Chuyển khoản,BL-2025-012-00788,true,01/12/2025 11:02:05
PMT-00789,hv-711,br-1,u-2,565000,Tiền mặt,BL-2025-010-00789,true,13/10/2025 09:10:06
PMT-00790,hv-712,br-1,u-2,1995000,Chuyển khoản,BL-2025-011-00790,true,24/11/2025 12:12:37
PMT-00791,hv-713,br-1,u-1,565000,Tiền mặt,BL-2025-011-00791,true,05/11/2025 17:55:07
PMT-00792,hv-714,br-1,u-1,415000,Chuyển khoản,BL-2025-011-00792,true,01/11/2025 15:06:22
PMT-00793,hv-715,br-1,u-2,1995000,Chuyển khoản,BL-2025-010-00793,true,25/10/2025 15:32:55
PMT-00794,hv-716,br-1,u-2,565000,Chuyển khoản,BL-2025-011-00794,true,05/11/2025 09:00:52
PMT-00795,hv-717,br-1,u-2,1995000,Tiền mặt,BL-2025-011-00795,true,10/11/2025 14:08:46
PMT-00796,hv-718,br-1,u-2,565000,Tiền mặt,BL-2025-010-00796,true,13/10/2025 17:33:20
PMT-00797,hv-719,br-1,u-1,1995000,Chuyển khoản,BL-2025-011-00797,true,15/11/2025 16:54:17
PMT-00798,hv-720,br-1,u-2,1695000,Tiền mặt,BL-2025-011-00798,true,02/11/2025 11:02:55
PMT-00799,hv-721,br-1,u-1,1995000,Tiền mặt,BL-2025-010-00799,true,31/10/2025 15:06:56
PMT-00800,hv-722,br-1,u-1,365000,Chuyển khoản,BL-2025-010-00800,true,28/10/2025 09:48:52
PMT-00801,hv-723,br-1,u-2,565000,Chuyển khoản,BL-2025-011-00801,true,13/11/2025 15:33:59
PMT-00802,hv-724,br-1,u-2,1995000,Tiền mặt,BL-2025-010-00802,true,30/10/2025 09:41:37
PMT-00803,hv-725,br-1,u-1,1995000,Chuyển khoản,BL-2025-010-00803,true,21/10/2025 15:43:41
PMT-00804,hv-726,br-1,u-1,1995000,Chuyển khoản,BL-2025-010-00804,true,13/10/2025 08:39:50
PMT-00805,hv-727,br-1,u-1,997500,Chuyển khoản,BL-2025-010-00805,true,30/10/2025 11:18:10
PMT-00806,hv-727,br-1,u-1,997500,Chuyển khoản,BL-2025-011-00806,true,15/11/2025 11:14:18
PMT-00807,hv-728,br-2,u-3,365000,Tiền mặt,BL-2025-011-00807,true,07/11/2025 10:45:40
PMT-00808,hv-729,br-2,u-3,1995000,Tiền mặt,BL-2025-010-00808,true,19/10/2025 13:06:24
PMT-00809,hv-730,br-2,u-4,1845000,Tiền mặt,BL-2025-011-00809,false,15/11/2025 08:21:43
PMT-00810,hv-731,br-2,u-3,282500,Tiền mặt,BL-2025-011-00810,true,10/11/2025 09:53:39
PMT-00811,hv-731,br-2,u-3,282500,Tiền mặt,BL-2025-012-00811,false,07/12/2025 09:48:49
PMT-00812,hv-732,br-2,u-4,282500,Tiền mặt,BL-2025-010-00812,true,27/10/2025 08:51:11
PMT-00813,hv-733,br-2,u-3,565000,Tiền mặt,BL-2025-010-00813,true,22/10/2025 14:18:51
PMT-00814,hv-734,br-2,u-3,415000,Chuyển khoản,BL-2025-011-00814,true,02/11/2025 08:25:09
PMT-00815,hv-735,br-2,u-3,565000,Tiền mặt,BL-2025-010-00815,true,19/10/2025 10:32:26
PMT-00816,hv-736,br-2,u-4,1845000,Tiền mặt,BL-2025-010-00816,true,20/10/2025 08:37:38
PMT-00817,hv-737,br-2,u-3,847500,Tiền mặt,BL-2025-011-00817,true,15/11/2025 08:31:04
PMT-00818,hv-737,br-2,u-3,847500,Tiền mặt,BL-2025-012-00818,false,01/12/2025 08:30:04
PMT-00819,hv-738,br-2,u-4,282500,Chuyển khoản,BL-2025-010-00819,false,19/10/2025 17:58:44
PMT-00820,hv-738,br-2,u-4,282500,Tiền mặt,BL-2025-011-00820,true,22/11/2025 17:53:47
PMT-00821,hv-739,br-2,u-4,365000,Tiền mặt,BL-2025-011-00821,true,07/11/2025 09:25:51
PMT-00822,hv-740,br-2,u-4,415000,Tiền mặt,BL-2025-011-00822,true,12/11/2025 08:02:47
PMT-00823,hv-741,br-2,u-4,1795000,Chuyển khoản,BL-2025-011-00823,true,12/11/2025 13:45:21
PMT-00824,hv-742,br-2,u-4,565000,Chuyển khoản,BL-2025-010-00824,true,19/10/2025 13:43:38
PMT-00825,hv-743,br-2,u-3,415000,Tiền mặt,BL-2025-010-00825,true,29/10/2025 15:08:22
PMT-00826,hv-744,br-2,u-3,565000,Chuyển khoản,BL-2025-010-00826,true,11/10/2025 15:53:30
PMT-00827,hv-746,br-2,u-4,1995000,Chuyển khoản,BL-2025-010-00827,true,06/10/2025 12:31:28
PMT-00828,hv-747,br-2,u-4,1995000,Tiền mặt,BL-2025-011-00828,true,01/11/2025 14:14:06
PMT-00829,hv-748,br-2,u-4,565000,Chuyển khoản,BL-2025-011-00829,true,01/11/2025 12:40:24
PMT-00830,hv-749,br-2,u-4,565000,Tiền mặt,BL-2025-010-00830,true,13/10/2025 10:48:53
PMT-00831,hv-750,br-2,u-4,282500,Tiền mặt,BL-2025-010-00831,true,06/10/2025 15:02:10
PMT-00832,hv-750,br-2,u-4,282500,Chuyển khoản,BL-2025-010-00832,true,21/10/2025 14:53:18
PMT-00833,hv-751,br-2,u-3,1845000,Tiền mặt,BL-2025-010-00833,true,24/10/2025 08:40:15
PMT-00834,hv-752,br-2,u-3,282500,Tiền mặt,BL-2025-010-00834,true,26/10/2025 13:13:35
PMT-00835,hv-752,br-2,u-3,282500,Tiền mặt,BL-2025-011-00835,true,25/11/2025 13:12:03
PMT-00836,hv-753,br-2,u-3,565000,Chuyển khoản,BL-2025-010-00836,true,21/10/2025 12:24:36
PMT-00837,hv-754,br-2,u-4,565000,Chuyển khoản,BL-2025-010-00837,true,22/10/2025 17:36:29
PMT-00838,hv-755,br-2,u-4,365000,Chuyển khoản,BL-2025-011-00838,true,01/11/2025 10:21:07
PMT-00839,hv-756,br-2,u-3,565000,Tiền mặt,BL-2025-011-00839,true,07/11/2025 11:50:27
PMT-00840,hv-757,br-2,u-3,365000,Tiền mặt,BL-2025-011-00840,true,24/11/2025 11:53:37
PMT-00841,hv-758,br-2,u-4,565000,Tiền mặt,BL-2025-011-00841,true,18/11/2025 11:46:10
PMT-00842,hv-759,br-3,u-6,282500,Chuyển khoản,BL-2025-010-00842,true,31/10/2025 08:25:33
PMT-00843,hv-760,br-3,u-6,1695000,Tiền mặt,BL-2025-010-00843,true,21/10/2025 08:13:16
PMT-00844,hv-761,br-3,u-5,997500,Tiền mặt,BL-2025-011-00844,true,05/11/2025 12:00:16
PMT-00845,hv-762,br-3,u-5,282500,Tiền mặt,BL-2025-011-00845,true,10/11/2025 13:48:46
PMT-00846,hv-762,br-3,u-5,282500,Chuyển khoản,BL-2025-011-00846,true,17/11/2025 13:42:41
PMT-00847,hv-763,br-3,u-6,922500,Chuyển khoản,BL-2025-011-00847,true,03/11/2025 17:18:21
PMT-00848,hv-764,br-3,u-6,565000,Chuyển khoản,BL-2025-010-00848,true,28/10/2025 13:06:14
PMT-00849,hv-765,br-3,u-6,997500,Tiền mặt,BL-2025-010-00849,false,14/10/2025 17:21:37
PMT-00850,hv-765,br-3,u-6,997500,Tiền mặt,BL-2025-011-00850,true,16/11/2025 17:15:01
PMT-00851,hv-768,br-3,u-5,415000,Chuyển khoản,BL-2025-010-00851,true,23/10/2025 10:25:01
PMT-00852,hv-769,br-3,u-6,1995000,Chuyển khoản,BL-2025-010-00852,false,30/10/2025 14:56:36
PMT-00853,hv-770,br-1,u-1,565000,Chuyển khoản,BL-2025-011-00853,true,28/11/2025 15:36:43
PMT-00854,hv-771,br-1,u-2,565000,Tiền mặt,BL-2025-011-00854,false,18/11/2025 14:03:35
PMT-00855,hv-772,br-1,u-1,415000,Tiền mặt,BL-2025-012-00855,true,14/12/2025 13:00:37
PMT-00856,hv-773,br-1,u-1,415000,Tiền mặt,BL-2025-012-00856,true,06/12/2025 14:29:46
PMT-00857,hv-774,br-1,u-1,565000,Tiền mặt,BL-2025-011-00857,true,21/11/2025 11:01:54
PMT-00858,hv-775,br-1,u-2,1995000,Tiền mặt,BL-2025-012-00858,true,04/12/2025 11:32:41
PMT-00859,hv-776,br-1,u-1,1995000,Tiền mặt,BL-2025-012-00859,true,15/12/2025 16:45:15
PMT-00860,hv-777,br-1,u-1,365000,Chuyển khoản,BL-2025-011-00860,true,25/11/2025 15:53:27
PMT-00861,hv-778,br-1,u-1,565000,Tiền mặt,BL-2025-011-00861,true,29/11/2025 17:32:57
PMT-00862,hv-779,br-1,u-2,1995000,Tiền mặt,BL-2025-012-00862,true,06/12/2025 11:16:56
PMT-00863,hv-780,br-1,u-2,415000,Tiền mặt,BL-2025-012-00863,true,06/12/2025 13:59:53
PMT-00864,hv-781,br-1,u-1,565000,Chuyển khoản,BL-2025-012-00864,true,06/12/2025 15:59:43
PMT-00865,hv-782,br-1,u-1,282500,Tiền mặt,BL-2025-012-00865,true,17/12/2025 14:52:23
PMT-00866,hv-782,br-1,u-1,282500,Tiền mặt,BL-2025-012-00866,true,28/12/2025 14:44:46
PMT-00867,hv-783,br-1,u-1,565000,Chuyển khoản,BL-2025-011-00867,true,26/11/2025 12:59:08
PMT-00868,hv-784,br-1,u-1,365000,Tiền mặt,BL-2025-011-00868,true,26/11/2025 13:32:46
PMT-00869,hv-785,br-2,u-3,565000,Chuyển khoản,BL-2025-011-00869,true,13/11/2025 16:15:53
PMT-00870,hv-786,br-2,u-4,1845000,Tiền mặt,BL-2025-011-00870,true,22/11/2025 10:40:54
PMT-00871,hv-787,br-2,u-3,997500,Chuyển khoản,BL-2025-012-00871,true,02/12/2025 14:17:09
PMT-00872,hv-788,br-2,u-4,1995000,Chuyển khoản,BL-2025-012-00872,true,25/12/2025 10:52:35
PMT-00873,hv-789,br-2,u-4,182500,Chuyển khoản,BL-2025-012-00873,true,13/12/2025 09:18:02
PMT-00874,hv-789,br-2,u-4,182500,Tiền mặt,BL-2026-001-00874,true,09/01/2026 09:12:20
PMT-00875,hv-790,br-2,u-4,1795000,Chuyển khoản,BL-2025-011-00875,true,22/11/2025 08:58:38
PMT-00876,hv-791,br-2,u-3,1995000,Chuyển khoản,BL-2025-012-00876,true,09/12/2025 09:14:09
PMT-00877,hv-792,br-2,u-4,1895000,Tiền mặt,BL-2025-012-00877,true,16/12/2025 18:00:51
PMT-00878,hv-793,br-2,u-4,565000,Tiền mặt,BL-2025-012-00878,true,03/12/2025 15:18:58
PMT-00879,hv-794,br-2,u-3,565000,Chuyển khoản,BL-2025-012-00879,true,08/12/2025 09:22:51
PMT-00880,hv-795,br-2,u-4,1845000,Tiền mặt,BL-2025-011-00880,true,25/11/2025 14:06:46
PMT-00881,hv-797,br-2,u-4,282500,Chuyển khoản,BL-2025-012-00881,true,11/12/2025 15:21:47
PMT-00882,hv-797,br-2,u-4,282500,Tiền mặt,BL-2025-012-00882,true,27/12/2025 15:19:00
PMT-00883,hv-798,br-3,u-5,565000,Tiền mặt,BL-2026-001-00883,false,05/01/2026 14:56:31
PMT-00884,hv-800,br-3,u-5,415000,Tiền mặt,BL-2025-011-00884,false,17/11/2025 16:31:58
PMT-00885,hv-801,br-3,u-5,997500,Chuyển khoản,BL-2025-011-00885,true,28/11/2025 17:27:00
PMT-00886,hv-801,br-3,u-5,997500,Tiền mặt,BL-2025-012-00886,true,13/12/2025 17:21:33
PMT-00887,hv-802,br-3,u-6,1995000,Tiền mặt,BL-2025-011-00887,true,25/11/2025 16:56:55
PMT-00888,hv-803,br-3,u-6,182500,Tiền mặt,BL-2025-011-00888,true,14/11/2025 14:07:50
PMT-00889,hv-804,br-1,u-1,1995000,Tiền mặt,BL-2025-012-00889,true,29/12/2025 14:04:16
PMT-00890,hv-805,br-1,u-1,415000,Chuyển khoản,BL-2025-012-00890,true,30/12/2025 16:25:59
PMT-00891,hv-806,br-1,u-1,1995000,Chuyển khoản,BL-2026-001-00891,true,07/01/2026 09:36:00
PMT-00892,hv-807,br-1,u-2,282500,Tiền mặt,BL-2025-012-00892,true,24/12/2025 15:36:30
PMT-00893,hv-807,br-1,u-2,282500,Tiền mặt,BL-2026-001-00893,true,09/01/2026 15:33:55
PMT-00894,hv-808,br-1,u-1,1995000,Tiền mặt,BL-2025-012-00894,false,22/12/2025 15:21:23
PMT-00895,hv-809,br-1,u-1,565000,Tiền mặt,BL-2026-001-00895,true,15/01/2026 13:53:33
PMT-00896,hv-810,br-1,u-1,565000,Tiền mặt,BL-2026-001-00896,true,02/01/2026 16:19:39
PMT-00897,hv-811,br-2,u-4,1995000,Tiền mặt,BL-2025-012-00897,false,21/12/2025 08:33:38
PMT-00898,hv-812,br-2,u-3,565000,Tiền mặt,BL-2025-012-00898,true,12/12/2025 12:43:50
PMT-00899,hv-813,br-2,u-3,565000,Tiền mặt,BL-2026-001-00899,true,18/01/2026 12:24:04
PMT-00900,hv-814,br-2,u-3,1995000,Tiền mặt,BL-2026-001-00900,true,05/01/2026 17:19:18
PMT-00901,hv-815,br-2,u-4,1995000,Tiền mặt,BL-2025-012-00901,true,12/12/2025 11:25:12
PMT-00902,hv-816,br-3,u-6,365000,Chuyển khoản,BL-2026-001-00902,true,14/01/2026 16:51:52
PMT-00903,hv-817,br-3,u-6,1995000,Tiền mặt,BL-2026-001-00903,false,08/01/2026 10:29:23
PMT-00904,hv-818,br-1,u-2,565000,Tiền mặt,BL-2026-002-00904,true,19/02/2026 14:06:20
PMT-00905,hv-819,br-1,u-1,997500,Tiền mặt,BL-2026-002-00905,true,02/02/2026 14:54:39
PMT-00906,hv-819,br-1,u-1,997500,Chuyển khoản,BL-2026-002-00906,true,13/02/2026 14:46:41
PMT-00907,hv-820,br-1,u-2,997500,Chuyển khoản,BL-2026-001-00907,true,22/01/2026 10:18:01
PMT-00908,hv-820,br-1,u-2,997500,Chuyển khoản,BL-2026-002-00908,true,04/02/2026 10:09:52
PMT-00909,hv-821,br-1,u-2,565000,Tiền mặt,BL-2026-002-00909,true,12/02/2026 13:18:43
PMT-00910,hv-822,br-1,u-2,565000,Chuyển khoản,BL-2026-002-00910,true,16/02/2026 09:18:57
PMT-00911,hv-823,br-2,u-3,565000,Chuyển khoản,BL-2026-001-00911,true,19/01/2026 11:20:25
PMT-00912,hv-825,br-3,u-5,182500,Tiền mặt,BL-2026-001-00912,true,23/01/2026 16:52:05
PMT-00913,hv-825,br-3,u-5,182500,Tiền mặt,BL-2026-002-00913,true,05/02/2026 16:43:35
PMT-00914,hv-826,br-3,u-6,1845000,Chuyển khoản,BL-2026-002-00914,false,17/02/2026 11:26:41
PMT-00915,hv-827,br-1,u-1,415000,Tiền mặt,BL-2026-002-00915,false,26/02/2026 17:15:09
PMT-00916,hv-828,br-1,u-1,565000,Tiền mặt,BL-2026-003-00916,true,16/03/2026 12:16:39
PMT-00917,hv-829,br-1,u-2,565000,Chuyển khoản,BL-2026-002-00917,true,24/02/2026 15:13:24
PMT-00918,hv-830,br-1,u-1,282500,Chuyển khoản,BL-2026-002-00918,true,15/02/2026 12:22:34
PMT-00919,hv-830,br-1,u-1,282500,Tiền mặt,BL-2026-003-00919,true,17/03/2026 12:16:34
PMT-00920,hv-831,br-1,u-1,565000,Chuyển khoản,BL-2026-003-00920,true,04/03/2026 13:15:32
PMT-00921,hv-832,br-1,u-2,365000,Tiền mặt,BL-2026-003-00921,true,08/03/2026 11:38:37
PMT-00922,hv-833,br-1,u-2,415000,Chuyển khoản,BL-2026-002-00922,false,25/02/2026 08:48:40
PMT-00923,hv-834,br-1,u-1,1995000,Chuyển khoản,BL-2026-004-00923,false,08/04/2026 13:01:18
PMT-00924,hv-835,br-1,u-2,897500,Tiền mặt,BL-2026-002-00924,true,11/02/2026 13:05:53
PMT-00925,hv-835,br-1,u-2,897500,Chuyển khoản,BL-2026-003-00925,true,18/03/2026 12:57:53
PMT-00926,hv-836,br-1,u-2,1995000,Chuyển khoản,BL-2026-003-00926,true,02/03/2026 11:42:27
PMT-00927,hv-837,br-1,u-1,1995000,Tiền mặt,BL-2026-002-00927,false,24/02/2026 08:33:34
PMT-00928,hv-838,br-1,u-2,1995000,Tiền mặt,BL-2026-002-00928,true,28/02/2026 08:20:52
PMT-00929,hv-839,br-1,u-1,565000,Tiền mặt,BL-2026-003-00929,true,08/03/2026 13:41:15
PMT-00930,hv-840,br-1,u-2,1995000,Chuyển khoản,BL-2026-003-00930,true,05/03/2026 14:25:58
PMT-00931,hv-841,br-1,u-1,415000,Tiền mặt,BL-2026-002-00931,true,22/02/2026 08:37:04
PMT-00932,hv-842,br-1,u-1,1995000,Tiền mặt,BL-2026-003-00932,true,08/03/2026 16:03:35
PMT-00933,hv-843,br-1,u-1,565000,Tiền mặt,BL-2026-003-00933,true,11/03/2026 14:45:05
PMT-00934,hv-844,br-1,u-2,365000,Tiền mặt,BL-2026-003-00934,true,03/03/2026 16:05:12
PMT-00935,hv-845,br-1,u-1,565000,Tiền mặt,BL-2026-002-00935,true,22/02/2026 09:25:27
PMT-00936,hv-846,br-1,u-1,1995000,Chuyển khoản,BL-2026-002-00936,true,27/02/2026 08:28:18
PMT-00937,hv-847,br-1,u-1,415000,Chuyển khoản,BL-2026-003-00937,false,06/03/2026 14:52:30
PMT-00938,hv-848,br-1,u-1,182500,Tiền mặt,BL-2026-003-00938,false,11/03/2026 17:25:53
PMT-00939,hv-849,br-1,u-1,565000,Tiền mặt,BL-2026-002-00939,true,23/02/2026 08:38:51
PMT-00940,hv-850,br-1,u-2,565000,Tiền mặt,BL-2026-002-00940,true,19/02/2026 11:31:36
PMT-00941,hv-851,br-1,u-2,565000,Tiền mặt,BL-2026-003-00941,true,19/03/2026 08:50:25
PMT-00942,hv-852,br-1,u-2,365000,Tiền mặt,BL-2026-003-00942,true,17/03/2026 09:56:18
PMT-00943,hv-853,br-1,u-1,565000,Tiền mặt,BL-2026-003-00943,true,15/03/2026 08:22:29
PMT-00944,hv-854,br-1,u-2,997500,Chuyển khoản,BL-2026-003-00944,true,11/03/2026 12:37:58
PMT-00945,hv-854,br-1,u-2,997500,Tiền mặt,BL-2026-004-00945,true,15/04/2026 12:31:17
PMT-00946,hv-855,br-1,u-2,1995000,Tiền mặt,BL-2026-003-00946,true,14/03/2026 10:04:26
PMT-00947,hv-856,br-1,u-1,565000,Tiền mặt,BL-2026-003-00947,true,11/03/2026 15:36:08
PMT-00948,hv-857,br-1,u-2,1795000,Chuyển khoản,BL-2026-003-00948,false,07/03/2026 13:41:23
PMT-00949,hv-858,br-1,u-1,1845000,Tiền mặt,BL-2026-003-00949,true,18/03/2026 16:07:31
PMT-00950,hv-859,br-1,u-1,565000,Chuyển khoản,BL-2026-003-00950,true,05/03/2026 16:00:44
PMT-00951,hv-860,br-1,u-1,565000,Chuyển khoản,BL-2026-003-00951,true,05/03/2026 10:37:20
PMT-00952,hv-861,br-1,u-2,565000,Tiền mặt,BL-2026-002-00952,true,27/02/2026 13:51:30
PMT-00953,hv-862,br-1,u-1,182500,Tiền mặt,BL-2026-003-00953,true,21/03/2026 12:10:55
PMT-00954,hv-862,br-1,u-1,182500,Tiền mặt,BL-2026-004-00954,true,16/04/2026 12:09:42
PMT-00955,hv-863,br-1,u-1,1995000,Tiền mặt,BL-2026-002-00955,true,27/02/2026 10:39:44
PMT-00956,hv-864,br-1,u-2,565000,Tiền mặt,BL-2026-003-00956,true,04/03/2026 08:39:50
PMT-00957,hv-865,br-1,u-2,207500,Tiền mặt,BL-2026-003-00957,true,11/03/2026 10:50:02
PMT-00958,hv-865,br-1,u-2,207500,Chuyển khoản,BL-2026-004-00958,true,11/04/2026 10:44:50
PMT-00959,hv-866,br-1,u-1,365000,Chuyển khoản,BL-2026-002-00959,true,22/02/2026 17:13:09
PMT-00960,hv-867,br-1,u-1,565000,Tiền mặt,BL-2026-003-00960,false,17/03/2026 17:26:19
PMT-00961,hv-868,br-1,u-2,565000,Chuyển khoản,BL-2026-002-00961,true,28/02/2026 14:26:04
PMT-00962,hv-869,br-1,u-1,415000,Tiền mặt,BL-2026-003-00962,true,14/03/2026 15:33:43
PMT-00963,hv-870,br-1,u-1,415000,Tiền mặt,BL-2026-002-00963,true,22/02/2026 17:51:59
PMT-00964,hv-871,br-1,u-1,565000,Tiền mặt,BL-2026-003-00964,true,15/03/2026 09:43:45
PMT-00965,hv-872,br-1,u-2,565000,Chuyển khoản,BL-2026-002-00965,true,11/02/2026 08:09:21
PMT-00966,hv-873,br-1,u-2,565000,Tiền mặt,BL-2026-002-00966,false,14/02/2026 10:03:03
